file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/conversions/OctalToBinary.java,com.thealgorithms.conversions.OctalToBinary,convertOctalToBinary/1[int],false,38,1,1,0,1,2,1,12,1,4,1,1,1,1,1,1,0,0,0,6,7,2,1,0,0,0,33,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/conversions/OctalToBinary.java,com.thealgorithms.conversions.OctalToBinary,convertOctalDigitToBinary/1[int],false,68,0,1,1,0,2,0,11,1,3,1,0,0,0,1,1,0,0,0,6,6,2,1,0,0,0,24,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/conversions/OctalToBinary.java,com.thealgorithms.conversions.OctalToBinary,OctalToBinary/0,true,26,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/others/KochSnowflake.java,com.thealgorithms.others.KochSnowflake$Vector2,toString/0,false,191,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/others/KochSnowflake.java,com.thealgorithms.others.KochSnowflake$Vector2,rotate/1[double],false,237,1,2,1,1,1,2,8,1,5,1,2,0,0,0,0,0,0,0,1,5,8,0,0,0,0,22,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/others/KochSnowflake.java,com.thealgorithms.others.KochSnowflake$Vector2,add/1[com.thealgorithms.others.KochSnowflake.Vector2],false,201,1,2,1,1,1,0,5,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,11,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/others/KochSnowflake.java,com.thealgorithms.others.KochSnowflake$Vector2,"Vector2/2[double,double]",true,185,0,6,6,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/others/KochSnowflake.java,com.thealgorithms.others.KochSnowflake$Vector2,subtract/1[com.thealgorithms.others.KochSnowflake.Vector2],false,213,1,2,1,1,1,0,5,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,11,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/others/KochSnowflake.java,com.thealgorithms.others.KochSnowflake$Vector2,multiply/1[double],false,225,1,2,1,1,1,0,5,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,14,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/scheduling/NonPreemptivePriorityScheduling.java,com.thealgorithms.scheduling.NonPreemptivePriorityScheduling$Process,compareTo/1[com.thealgorithms.scheduling.NonPreemptivePriorityScheduling.Process],false,55,1,0,0,0,2,1,6,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,39,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/scheduling/NonPreemptivePriorityScheduling.java,com.thealgorithms.scheduling.NonPreemptivePriorityScheduling$Process,"Process/4[int,int,int,int]",true,37,0,0,0,0,1,0,7,0,0,4,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,23,0,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/sorts/MergeSortRecursive.java,com.thealgorithms.sorts.MergeSortRecursive,mergeSort/0,false,14,1,1,0,1,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/sorts/MergeSortRecursive.java,com.thealgorithms.sorts.MergeSortRecursive,"sort/2[java.util.List<java.lang.Integer>,java.util.List<java.lang.Integer>]",false,36,1,4,2,2,6,6,31,5,2,2,6,1,0,0,0,0,0,0,4,2,0,1,2,0,0,7,10,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/sorts/MergeSortRecursive.java,com.thealgorithms.sorts.MergeSortRecursive,merge/1[java.util.List<java.lang.Integer>],false,18,1,4,2,2,2,4,12,2,4,1,4,2,1,0,0,0,0,0,3,6,1,1,0,0,0,7,10,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/sorts/MergeSortRecursive.java,com.thealgorithms.sorts.MergeSortRecursive,MergeSortRecursive/1[java.util.List<java.lang.Integer>],true,10,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/conversions/WordsToNumber.java,com.thealgorithms.conversions.WordsToNumber$NumberWord,getValue/1[java.lang.String],false,62,1,4,3,1,3,2,8,2,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,9,9,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/conversions/WordsToNumber.java,com.thealgorithms.conversions.WordsToNumber$NumberWord,"NumberWord/2[java.lang.String,int]",true,57,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/scheduling/diskscheduling/ScanScheduling.java,com.thealgorithms.scheduling.diskscheduling.ScanScheduling,"ScanScheduling/3[int,boolean,int]",true,26,0,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,1,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/scheduling/diskscheduling/ScanScheduling.java,com.thealgorithms.scheduling.diskscheduling.ScanScheduling,isMovingUp/0,false,79,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/scheduling/diskscheduling/ScanScheduling.java,com.thealgorithms.scheduling.diskscheduling.ScanScheduling,execute/1[java.util.List<java.lang.Integer>],false,32,0,0,0,0,5,5,31,2,3,1,5,0,0,1,0,0,0,0,2,3,1,2,0,0,0,12,1,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/scheduling/diskscheduling/ScanScheduling.java,com.thealgorithms.scheduling.diskscheduling.ScanScheduling,getHeadPosition/0,false,75,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/CircularConvolutionFFT.java,com.thealgorithms.maths.CircularConvolutionFFT,"padding/2[java.util.Collection<com.thealgorithms.maths.FFT.Complex>,int]",false,23,1,2,1,1,3,2,8,0,2,2,2,0,0,1,0,0,0,0,1,2,1,2,0,0,0,21,10,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/CircularConvolutionFFT.java,com.thealgorithms.maths.CircularConvolutionFFT,CircularConvolutionFFT/0,true,14,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/CircularConvolutionFFT.java,com.thealgorithms.maths.CircularConvolutionFFT,"fftCircularConvolution/2[java.util.ArrayList<com.thealgorithms.maths.FFT.Complex>,java.util.ArrayList<com.thealgorithms.maths.FFT.Complex>]",false,44,3,3,0,3,2,7,13,1,3,2,7,1,1,1,0,0,0,0,1,3,0,1,0,0,0,36,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/strings/LongestCommonPrefix.java,com.thealgorithms.strings.LongestCommonPrefix,LongestCommonPrefix/0,true,16,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/strings/LongestCommonPrefix.java,com.thealgorithms.strings.LongestCommonPrefix,longestCommonPrefix/1[java.lang.String[]],false,26,0,0,0,0,6,4,13,2,3,1,4,0,0,1,3,0,0,1,5,3,1,1,0,0,0,33,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/hashmap/hashing/HashMap.java,com.thealgorithms.datastructures.hashmap.hashing.HashMap,computeHash/1[K],false,38,1,0,0,0,3,1,7,2,1,1,1,0,0,0,1,0,0,0,2,1,2,1,0,0,0,22,2,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/hashmap/hashing/HashMap.java,com.thealgorithms.datastructures.hashmap.hashing.HashMap,clear/0,false,92,3,1,0,1,2,0,5,0,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,12,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/hashmap/hashing/HashMap.java,com.thealgorithms.datastructures.hashmap.hashing.HashMap,delete/1[K],false,63,3,2,0,2,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/hashmap/hashing/HashMap.java,com.thealgorithms.datastructures.hashmap.hashing.HashMap,size/0,false,103,1,1,0,1,3,1,7,1,2,0,1,0,0,1,0,0,0,0,4,3,0,1,0,0,0,13,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/hashmap/hashing/HashMap.java,com.thealgorithms.datastructures.hashmap.hashing.HashMap,search/1[K],false,74,5,3,0,3,2,3,5,1,2,1,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,25,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/hashmap/hashing/HashMap.java,com.thealgorithms.datastructures.hashmap.hashing.HashMap,display/0,false,83,1,1,0,1,2,2,5,0,1,0,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,15,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/hashmap/hashing/HashMap.java,com.thealgorithms.datastructures.hashmap.hashing.HashMap,HashMap/1[int],true,22,3,1,0,1,2,0,7,0,1,1,0,0,0,1,0,0,0,1,1,4,0,1,0,0,0,15,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/hashmap/hashing/HashMap.java,com.thealgorithms.datastructures.hashmap.hashing.HashMap,"insert/2[K,V]",false,53,4,2,0,2,1,2,4,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/crdt/PNCounter.java,com.thealgorithms.datastructures.crdt.PNCounter,merge/1[com.thealgorithms.datastructures.crdt.PNCounter],false,91,1,0,0,0,3,3,9,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,0,0,0,21,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/crdt/PNCounter.java,com.thealgorithms.datastructures.crdt.PNCounter,increment/0,false,46,0,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/crdt/PNCounter.java,com.thealgorithms.datastructures.crdt.PNCounter,compare/1[com.thealgorithms.datastructures.crdt.PNCounter],false,74,1,0,0,0,5,1,11,2,1,1,1,0,0,1,1,0,0,1,1,1,0,2,0,0,0,29,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/crdt/PNCounter.java,com.thealgorithms.datastructures.crdt.PNCounter,"PNCounter/2[int,int]",true,31,0,0,0,0,2,1,10,0,1,2,1,0,0,1,0,0,0,0,3,5,0,1,0,0,0,18,0,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/crdt/PNCounter.java,com.thealgorithms.datastructures.crdt.PNCounter,decrement/0,false,53,0,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/datastructures/crdt/PNCounter.java,com.thealgorithms.datastructures.crdt.PNCounter,value/0,false,62,0,0,0,0,1,4,5,1,2,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,15,1,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/BinomialCoefficient.java,com.thealgorithms.maths.BinomialCoefficient,BinomialCoefficient/0,true,14,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/BinomialCoefficient.java,com.thealgorithms.maths.BinomialCoefficient,"binomialCoefficient/2[int,int]",false,26,1,2,1,1,4,1,9,3,0,2,1,1,0,0,2,0,1,0,6,0,4,1,0,0,0,26,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/greedyalgorithms/FractionalKnapsack.java,com.thealgorithms.greedyalgorithms.FractionalKnapsack,FractionalKnapsack/0,true,18,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/greedyalgorithms/FractionalKnapsack.java,com.thealgorithms.greedyalgorithms.FractionalKnapsack,"fractionalKnapsack/3[int[],int[],int]",false,29,2,0,0,0,4,2,22,1,7,3,2,0,0,2,0,0,1,0,10,11,3,2,0,0,1,35,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/backtracking/ParenthesesGenerator.java,com.thealgorithms.backtracking.ParenthesesGenerator,ParenthesesGenerator/0,true,10,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/backtracking/ParenthesesGenerator.java,com.thealgorithms.backtracking.ParenthesesGenerator,generateParentheses/1[int],false,20,1,1,0,1,2,1,8,1,1,1,1,1,1,0,0,0,0,2,3,1,0,1,0,0,0,28,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/backtracking/ParenthesesGenerator.java,com.thealgorithms.backtracking.ParenthesesGenerator,"generateParenthesesHelper/5[java.util.List<java.lang.String>,java.lang.String,int,int,int]",false,38,1,3,2,1,4,3,12,1,0,5,3,1,0,0,1,0,0,2,3,0,5,1,0,0,0,25,10,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/MagicSquare.java,com.thealgorithms.maths.MagicSquare,MagicSquare/0,true,9,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/MagicSquare.java,com.thealgorithms.maths.MagicSquare,main/1[java.lang.String[]],false,12,1,0,0,0,9,5,36,0,8,1,5,0,0,3,2,0,7,5,18,13,18,3,0,0,0,18,9,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,"volumeFrustumOfCone/3[double,double,double]",false,102,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0,2,0,1,0,8,0,0,0,0,15,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,volumeSphere/1[double],false,36,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,9,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,volumeCube/1[double],false,14,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,"volumeCuboid/3[double,double,double]",false,26,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,"volumePyramid/2[double,double]",false,90,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,11,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,"volumePrism/2[double,double]",false,79,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,"volumeCylinder/2[double,double]",false,47,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,"volumeCone/2[double,double]",false,68,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,10,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,Volume/0,true,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,false
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/maths/Volume.java,com.thealgorithms.maths.Volume,volumeHemisphere/1[double],false,57,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,9,9,0,true
/home/juvito/Documentos/3.Estudos/3.02.Faculdade/3.02.01.Periodos/6_Periodo/Lab_Medicao_Exp/Trab_2/LaboratorioExperimentacao02/Scripts/src/temp_repo/src/main/java/com/thealgorithms/graph/TravelingSalesman.java,com.thealgorithms.graph.TravelingSalesman,"calculateDistance/2[int[][],java.util.List<java.lang.Integer>]",false,61,1,1,1,0,4,2,12,2,4,2,2,0,0,1,2,0,1,0,6,5,4,2,0,0,0,35,9,0,true
